id,rating,comment,–ù—Ä–∞–≤–∏—Ç—Å—è —Å–∫–æ—Ä–æ—Å—Ç—å –æ—Ç—Ä–∞–±–æ—Ç–∫–∏ –∑–∞—è–≤–æ–∫,–ù—Ä–∞–≤–∏—Ç—Å—è –∫–∞—á–µ—Å—Ç–≤–æ –≤—ã–ø–æ–ª–Ω–µ–Ω–∏—è –∑–∞—è–≤–∫–∏,–ù—Ä–∞–≤–∏—Ç—Å—è –∫–∞—á–µ—Å—Ç–≤–æ —Ä–∞–±–æ—Ç—ã —Å–æ—Ç—Ä—É–¥–Ω–∏–∫–æ–≤,–ü–æ–Ω—Ä–∞–≤–∏–ª–æ—Å—å –≤—ã–ø–æ–ª–Ω–µ–Ω–∏–µ –∑–∞—è–≤–∫–∏,–í–æ–ø—Ä–æ—Å —Ä–µ—à–µ–Ω,original_rating,is_positive,comment_length,word_count,unique_words,speed_keywords,quality_keywords,staff_keywords,execution_keywords,solved_keywords,selection_score
4219378,5,электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,,,,,,5,True,89,9,11,0,1,1,0,1,31.599999999999998
4219364,5,"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",,,,,,5,True,93,9,13,1,0,0,0,0,32.599999999999994
4219271,5,спасибо! оперативно получены по электронной почте.,,,,,,5,True,50,4,6,1,0,1,0,0,17.6
4218908,5,электрик справился с проблемой за 5минут молодец,,,,,,5,True,48,4,7,0,0,1,0,1,17.2
4218859,5,очень оперативно решили проблему и восстановили освещение в холле.,,,,,,5,True,66,7,9,1,0,0,0,2,23.9
4218754,5,большое спасибо очень быстро исправили,,,,,,5,True,38,4,5,1,0,1,0,1,14.100000000000001
4218135,5,оперативно проведена консультация и проблема была устранена. огромное спасибо.,,,,,,5,True,78,7,9,1,0,1,0,1,27.499999999999996
4218027,5,спасибо большое. оперативно устранили течь по стояку в ванной.,,,,,,5,True,62,6,9,1,0,1,0,1,22.499999999999996
4217635,5,"спасибо, за быструю реакцию и решение проблемы",,,,,,5,True,46,4,7,1,0,1,0,1,16.9
4217525,5,"спасибо валерию. все сделал хорошо. маленький минус, что долго шли. была бы течь более сильной, то за 2,5 часа ... но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",,,,,,5,True,313,32,47,0,0,1,1,1,110.60000000000001
4217490,5,отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,,,,,,5,True,64,6,11,1,0,0,0,0,22.9
4216642,5,отлично!!!! быстро отреагировали. всё работает!!!!!!,,,,,,5,True,52,4,5,1,0,0,0,0,17.7
4216104,5,"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",,,,,,5,True,213,21,26,0,1,3,0,1,74.8
4216092,5,"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",,,,,,5,True,126,13,15,1,0,0,0,1,44.0
4215839,5,спасибо за оперативность. сотрудник устранил проблему.,,,,,,5,True,54,4,6,1,0,2,0,2,19.7
4215769,5,"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",,,,,,5,True,125,13,18,0,0,1,0,1,44.300000000000004
4215565,5,спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,,,,,,5,True,97,8,13,2,0,1,0,0,34.199999999999996
4215416,5,большое спасибо.. оперативно подкл электричество !,,,,,,5,True,50,4,6,1,0,1,0,0,17.6
4214634,5,спасибо! ответ был предоставлен оперативно 🤝,,,,,,5,True,44,4,6,1,0,1,0,0,15.799999999999999
4214606,5,"работа выполнена быстро, проблема решена",,,,,,5,True,40,5,5,1,0,0,0,1,14.6
4214480,5,"быстро оформили заявку, быстро пришли сантехники",,,,,,5,True,48,6,5,1,0,0,0,0,16.9
4214193,5,"очень быстро, очень приятные люди.",,,,,,5,True,34,5,4,1,0,0,0,0,12.3
4214096,5,отреагировали быстро и устранили неисправность,,,,,,5,True,46,4,5,1,0,0,0,1,16.2
4213768,5,отзывчивые девочки!решили проблему быстро!очень довольна!,,,,,,5,True,57,7,5,1,0,0,0,2,20.399999999999995
4213725,5,"огромное спасибо, за молниеносное решение проблемы.",,,,,,5,True,51,4,6,0,0,1,0,1,17.9
4213476,5,"❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня",,,,,,5,True,107,12,19,1,0,1,0,1,39.199999999999996
4213472,5,"ребята молодцы, спасибо огромное , все устранили 🙏",,,,,,5,True,50,4,8,0,0,1,0,1,18.000000000000004
4213418,5,"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",,,,,,5,True,168,16,25,0,0,1,0,1,59.2
4213235,5,"супруга с ребенком к соседям зашли,так как света не было. спасибо",,,,,,5,True,65,6,11,0,0,1,0,0,23.2
4212726,5,"очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!",,,,,,5,True,104,10,13,0,1,1,0,1,36.7
4211602,5,"благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо",,,,,,5,True,153,17,23,1,0,3,0,0,55.1
4211396,5,"мастер пришел,установил доводчик,был доброжелателен. спасибо !!!",,,,,,5,True,64,6,6,0,0,2,0,0,22.2
4211152,5,мастер очень быстро пришел и включил электричество 👍🏻,,,,,,5,True,53,6,8,1,0,1,0,0,19.3
4210961,5,"все отлично, татьяне большое спасибо, оперативно помогла решить проблему",,,,,,5,True,72,7,9,1,0,1,0,1,25.699999999999996
4210858,5,сергей самый адекватный сантехник нашего жк! спасибо!,,,,,,5,True,53,6,7,0,0,1,0,0,18.799999999999997
4210181,5,"огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!",,,,,,5,True,132,12,16,0,1,2,0,0,46.1
4209886,5,спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично,,,,,,5,True,110,11,17,0,0,1,1,0,39.2
4209867,5,"очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.",,,,,,5,True,158,16,18,1,0,1,1,0,55.1
4209833,5,спасибо большое. очень оперативно решили вопрос.,,,,,,5,True,48,5,6,1,0,1,0,2,17.799999999999997
4209715,5,"спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔",,,,,,5,True,74,6,11,0,0,1,0,0,25.9
4209346,5,добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,,,,,,5,True,74,8,12,0,0,1,0,0,26.500000000000004
4209040,5,большое спасибо! оперативно решили проблему,,,,,,5,True,43,4,5,1,0,1,0,2,15.9
4209036,5,"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",,,,,,5,True,155,15,20,0,0,1,0,1,54.1
4208969,5,"сантехники отреагировали быстро, на данный момент все устранили",,,,,,5,True,63,6,8,1,0,0,0,1,22.3
4208370,5,большое спасибо! какие вы молодцы!,,,,,,5,True,34,4,5,0,0,1,0,0,12.3
4208316,5,"больше спасибо! всё сделали быстро , оперативно.",,,,,,5,True,48,4,7,2,0,1,1,0,17.799999999999997
4208199,5,спасибо менеджеру алине за помощь в решении заявки,,,,,,5,True,50,5,8,0,0,2,0,0,18.200000000000003
4207809,5,все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,,,,,,5,True,79,7,11,0,0,1,1,0,27.9
4207006,5,"включили лифт быстро, но как надоело это наблюдать почти каждый день!",,,,,,5,True,69,8,11,1,0,0,0,0,24.8
4206375,5,"быстро перезвонили, вопрос решили",,,,,,5,True,33,4,4,1,0,0,0,2,12.400000000000002
4206278,5,"по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за вашу работу",,,,,,5,True,103,12,18,0,0,1,0,1,37.5
4206264,5,"спасибо, все сделали, очень благодарны за оперативность!",,,,,,5,True,56,4,7,1,0,2,1,0,20.2
4206233,5,великолепно! электрик пришел быстро. все сделал.,,,,,,5,True,48,5,6,1,0,0,1,0,17.2
4205767,5,"молодцы, оперативно всë починили.",,,,,,5,True,33,4,4,1,0,0,0,0,11.800000000000002
4205657,5,мастер пришел очень оперативно. спасибо!,,,,,,5,True,40,4,5,1,0,2,0,0,14.700000000000001
4205610,5,"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо",,,,,,5,True,88,7,9,1,0,1,0,2,30.799999999999997
4205393,5,"оперативно. ещё бы настроили его, чтоб не хлопала дверь.",,,,,,5,True,56,6,9,1,0,0,0,0,20.1
4204413,5,"на мою просьбу быстро отреагировали, позвонили и быстро решили проблему",,,,,,5,True,71,8,9,1,0,0,0,2,25.6
4204394,5,"огромное спасибо! наконец-то решили проблему! девушка ""вела"" меня пошагово, терпеливо объясняя",,,,,,5,True,94,9,11,0,0,1,0,2,33.1
4204166,5,отлично. спасибо большое. четко и быстро.,,,,,,5,True,41,4,6,1,0,1,0,0,14.9
4204054,5,"было выполнено все быстро, качественно и профессионально, спасибо!",,,,,,5,True,66,5,8,1,2,1,0,0,23.6
4203883,5,"пришел с вопросом, девушка все рассказала, показала как сделать, вопрос решился за 5 минут. спасибо",,,,,,5,True,99,9,15,0,0,1,0,2,35.4
4203848,5,спасибо сантехнику сергею за работы по устранению неполадки в системе гвс.,,,,,,5,True,74,7,11,0,0,1,0,0,26.099999999999998
4203698,5,все отлично! спасибо ук и лично борису,,,,,,5,True,38,4,7,0,0,1,0,0,13.900000000000002
4203344,5,"спасибо, два дня у магазина ничего нет, стеллажей и мусора",,,,,,5,True,58,7,10,0,0,1,0,0,21.099999999999998
4203276,5,теперь всё в порядке. повторное начисление убрали. спасибо!,,,,,,5,True,59,5,8,0,0,1,0,0,20.6
4202514,5,"супер сотрудник ! 10 и 10 баллов , профессиональный подход . спасибо.",,,,,,5,True,69,5,11,0,1,2,0,0,24.799999999999997
4202115,5,очень быстро решили вопрос! от вызова электрика по замене ламп в коридоре до устранения неисправности прошло минут 30. неожиданно и приятно!,,,,,,5,True,140,15,21,1,0,0,0,2,50.1
4201573,5,"спасибо за быстрый отклик на заявку, к сожалению проблема не решилась, запах остался, будем ждать потоп.",,,,,,5,True,104,11,16,1,0,1,0,2,37.800000000000004
4200782,5,"спасибо, мусор и дверь вынесли, но полы не помыли",,,,,,5,True,49,5,9,0,0,1,0,0,17.8
4200630,5,"быстро отреагировали на заявку , сразу решили проблему , спасибо",,,,,,5,True,64,6,9,1,0,1,0,2,23.4
4200359,5,"большое спасибо за оперативность, в решении данной проблемы",,,,,,5,True,59,5,8,1,0,1,0,1,21.2
4199856,5,вопрос решили очень быстро. большое спасибо!,,,,,,5,True,44,5,6,1,0,1,0,2,16.599999999999998
4199634,5,очень вежливый и внимательный мастер. все выяснил и починил !,,,,,,5,True,61,6,9,0,0,1,0,0,21.6
4199041,5,очень доволен 👍 быстро и качественно благодарю 🤩,,,,,,5,True,48,5,8,1,1,1,0,0,17.9
4198998,5,"быстро обработали заявку,и быстро пришли слесари",,,,,,5,True,48,6,5,1,0,0,0,0,16.9
4198806,5,"вежливые и отзывчивые сотрудники, быстро решают все возникшие проблемы!",,,,,,5,True,71,7,9,1,0,1,0,1,25.4
4198291,5,"очень понравился ваш сотрудник. все проверил, показал, объяснил. надеюсь с отоплением проблем не будет. спасибо",,,,,,5,True,111,11,15,0,0,2,0,1,39.4
4198286,5,огромное спасибо. все четко. предварительно перезвонили и мастер пришел в назначенное время,,,,,,5,True,91,8,12,0,0,2,0,0,31.900000000000006
4197411,5,качественно 🤝 особое благодарность сергею,,,,,,5,True,41,4,5,0,1,1,0,0,14.7
4196686,5,"батарея полностью горячая, спасибо огромное за работу",,,,,,5,True,53,5,7,0,0,1,0,0,18.599999999999998
4196374,5,"спасибо за работу ,очень хороший человек.",,,,,,5,True,41,4,6,0,0,1,0,0,14.600000000000001
4196273,5,"очень быстро отреагировали, проблему решили",,,,,,5,True,43,5,5,1,0,0,0,2,15.8
4196155,5,"спасибо ,очень быстро выполнили работу",,,,,,5,True,38,4,5,1,0,1,1,0,14.100000000000001
4196018,5,"очень быстро отреагировали, приехали в удобное время!",,,,,,5,True,53,6,7,1,0,0,0,0,18.799999999999997
4195889,5,"спасибо, я вижу счетчики заведены в программу и отобразились в приложении",,,,,,5,True,73,7,10,0,0,1,0,0,25.599999999999998
4195710,5,спасибо! получить ключ сама не могу. прошу выдать ключ трофимова степану викторовичу 29.06.1993 г.р.,,,,,,5,True,100,10,13,0,0,1,0,0,34.9
4195451,5,"ук отреагировали быстро. сантехник пришел вовремя, исправил.",,,,,,5,True,60,7,7,1,0,0,0,1,21.4
4195343,5,"большое спасибо мастерам которые чинили батарею, пришли очень быстро я даже не ожидала. все спокойно сделали. спасибо",,,,,,5,True,117,12,16,1,0,2,1,0,41.900000000000006
4195228,5,"да неисправность устранена, но по времени не очень быстро",,,,,,5,True,57,5,9,1,0,0,0,0,20.2
4194964,5,"мастер пришел вовремя, поменял и опломбировал счётчик, всё отлично",,,,,,5,True,66,7,9,0,0,1,0,0,23.3
4194793,5,быстро помогли с ответом + четко выражена мысль и то что я просила - услышала,,,,,,5,True,77,9,15,1,0,0,0,0,28.2
4194676,5,спасибо! очень помогли! отличный сантехник,,,,,,5,True,42,4,5,0,0,1,0,0,14.700000000000001
4194664,5,"спасибо большое сергею сантехнику. пришёл быстро, всё отремонтировал и дал дельные советы!!!",,,,,,5,True,92,9,12,1,0,1,0,0,32.4
4194284,5,"спасибо большое за работу, за быстрый ответ на заявку и устранения .",,,,,,5,True,68,6,11,1,0,1,0,0,24.4
4194080,5,идеально закрывается дверь. огромное спасибо мастеру!,,,,,,5,True,53,5,6,0,0,2,0,0,18.7
4193401,5,всё супер. спасибо сантехнику за решение проблемы.,,,,,,5,True,50,4,7,0,0,1,0,1,17.8
4193119,5,"спасибо за оперативную работу,вопрос решен.",,,,,,5,True,43,4,5,1,0,1,0,1,15.600000000000001
4192859,5,спасибо! все оперативно и быстро было сделано! 👍🏻,,,,,,5,True,49,4,8,2,0,1,0,0,18.0
4192384,5,"оперативно и быстро все сделали, что требовалось.",,,,,,5,True,49,4,7,2,0,0,1,0,17.799999999999997
4192338,5,первый раз за 5 лет заявка выполнена как полагается и оперативно! спасибо!,,,,,,5,True,74,7,12,1,0,1,0,0,26.6
4192327,5,"быстро отреагировали, техник позвонил, что-то где-то сделал, отопление снова греет. спасибо.",,,,,,5,True,92,8,11,1,0,1,1,0,32.3
4192161,5,отреагировали моментально. сантехник нашел причину быстро и устранил быстро. спасибо большое.,,,,,,5,True,93,9,11,1,0,1,0,1,32.8
4191863,5,"отличная работа, быстро и качественно",,,,,,5,True,37,4,5,1,1,0,0,0,13.5
4191852,5,"отличная работа, быстро, качественно 🙌",,,,,,5,True,38,4,5,1,1,0,0,0,13.8
4191795,5,"спасибо за ремонт, приступили к работам в тот же день!",,,,,,5,True,54,5,10,0,0,1,0,0,19.5
4191625,5,"спасибо, мастер пришёл очень быстро.",,,,,,5,True,36,4,5,1,0,2,0,0,13.5
4191616,5,"спасибо! очень быстро отреагировали и заменили лампу не только на 2 этаже, но и на первом. благодарю!",,,,,,5,True,101,9,15,1,0,2,0,0,35.99999999999999
4191260,5,большое спасибо. все выполнено оперативно и качественно,,,,,,5,True,55,4,7,1,1,1,0,0,19.599999999999998
4190995,5,на заявку отреагировали ночью мгновенно. течь устранена операивно и качественно! спасибо всем и виктору персонально!,,,,,,5,True,116,11,14,1,1,1,0,0,40.699999999999996
4190986,5,"спасибо,оперативно отреагировали, перекрыли воду",,,,,,5,True,48,4,4,1,0,1,0,0,16.6
4190830,5,спасибо большое!!! вы очень аперативные,,,,,,5,True,39,4,5,0,0,1,0,0,13.8
4190748,5,"хорошо, что решили вопрос. но тем не менее, человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды.",,,,,,5,True,160,16,24,0,0,0,0,2,56.6
4189998,5,"оперативно, доброжелательно и качественно! огромное спасибо за помощь.",,,,,,5,True,70,5,8,1,1,1,0,0,24.5
4189813,5,"огромное спасибо за мгновенную помощь!! очень приятно, что так быстро среагировали и понятно объяснили, какие кнопки нажимать!! теперь я знаю, что делать в подобных случаях, ещё раз спасибо))",,,,,,5,True,191,20,27,2,0,1,0,0,67.60000000000001
4189200,5,спасибо огромное андрею! мастер своего дела,,,,,,5,True,43,5,6,0,0,2,0,0,15.700000000000001
4188873,5,ура! спасибо большое! а можно их ещё отрегулировать? чтобы медленно закрывались двери?,,,,,,5,True,86,8,12,0,0,1,0,0,30.100000000000005
4188867,5,вот это скорость выполнения заявки 🔥 вот это я понимаю! в пример всем остальным! спасибо большое! 👍🏽👏🏽,,,,,,5,True,102,9,15,0,0,1,0,0,35.699999999999996
4188691,5,пришли быстро. всё исправили. на щитке как оказалось у многих плохо прикручены контакты. спасибо,,,,,,5,True,96,9,14,1,0,1,0,1,34.3
4188256,5,"спасибо большое , в квартире а в правду очень тепло стало как сделали отопление . вот что значит опытные сантехники",,,,,,5,True,115,10,19,0,0,1,1,0,40.9
4188140,5,добрый день. спасибо за понимание и быстрое решение!,,,,,,5,True,52,5,8,1,0,1,0,0,18.800000000000004
4188008,5,мастер оперативно нашел причину протечки,,,,,,5,True,40,5,5,1,0,1,0,0,14.6
4187234,5,ну здесь в целом могу сказать что заявку выполнили👍🏻 здесь вам спасибо,,,,,,5,True,70,7,11,0,0,1,1,0,25.2
4187231,5,спасибо большое за компетентное разъяснение вопроса!,,,,,,5,True,52,4,6,0,0,1,0,1,18.2
4187157,5,"очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке, по устранению последствий аварии. грачев михаил и голубев(прошу прощения не знаю имени) очень качественно, на высшем уровне выполнили свою работу, даже профессинал высоко оценил.",,,,,,5,True,270,30,34,0,1,0,1,0,94.39999999999999
4187124,5,супер мастер! протечка устранена ! спасибо !,,,,,,5,True,44,4,6,0,0,2,0,0,15.799999999999999
4186936,5,все супер. отличный спокойный мастер,,,,,,5,True,36,4,5,0,0,1,0,0,12.9
4186811,5,"шум прошел. надеюсь не повторится, спасибо.",,,,,,5,True,43,4,6,0,0,1,0,0,15.200000000000003
4186370,5,оперативно пришел сотрудник и нашел источник протечки,,,,,,5,True,53,6,7,1,0,1,0,0,19.099999999999998
4185970,5,"оперативно разрешили данную проблему! надеюсь, что больше в данном месте после сварки протекать не будет",,,,,,5,True,104,11,15,1,0,0,0,2,37.3
4185965,5,"спасибо сантехнику валерию , что устранил гул у соседей",,,,,,5,True,55,5,9,0,0,1,0,1,19.900000000000002
4185836,5,огромное спасибо слесарям. пришли быстро. все устранили.,,,,,,5,True,56,5,7,1,0,1,0,1,20.099999999999998
4185499,5,"спасибо, все сделали от начала заявки до регулировки батареи за 40 минут. очень толковый работник пришел",,,,,,5,True,104,10,16,0,0,2,1,0,37.300000000000004
4184905,5,"мастер быстро отреагировал, сразу пришел , проблему решили",,,,,,5,True,58,7,8,1,0,1,0,2,21.599999999999998
4184497,5,"отлично!спасибо,мастер все установил как нужно.",,,,,,5,True,47,4,5,0,0,2,0,0,16.5
4184444,5,мастер подошёл в течении 3 минут. спасибо огромное.,,,,,,5,True,51,5,8,0,0,2,0,0,18.5
4184401,5,спасибо юлии и ерлану за решение вопроса!,,,,,,5,True,41,4,7,0,0,1,0,1,15.1
4184362,5,быстро пришли. течь устранили.,,,,,,5,True,30,4,4,1,0,0,0,1,11.200000000000001
4183879,5,большое спасибо менеджеру репиной светлане за оперативное решение проблемы,,,,,,5,True,74,7,9,1,0,2,0,1,26.599999999999998
4183642,5,"очень приятно, что так оперативно отреагировали и решили вопрос. спасибо большое!",,,,,,5,True,81,7,11,1,0,1,0,2,29.099999999999998
4183486,5,"великолепный человек, включил всё, мы проверили работают ли все лампы и тд, объяснил что можно сделать в следующий раз в такой ситуации, спасибо ему!<3",,,,,,5,True,151,16,23,0,0,1,0,0,53.4
4182972,5,"оперативно. спасибо, что не заставили ждать окончания праздников. с новым годом",,,,,,5,True,79,7,11,1,0,1,0,0,27.9
4182649,5,"все мастер поправил, работает. спасибо большое!",,,,,,5,True,47,4,6,0,0,2,0,0,16.700000000000003
4181848,5,"услуга была оказана качественно, но не своевременно (спустя 10 дней после запроса)",,,,,,5,True,82,7,12,0,1,0,0,0,28.7
4180938,5,"течь устранена оперативно. работа выполнена качественно, спасибо большое вячеславу за помощь.",,,,,,5,True,93,9,11,1,1,1,0,0,32.8
4180924,5,оперативно устранили проблему. вежливый мастер. все чётко и по делу! спасибо,,,,,,5,True,76,7,11,1,0,2,0,2,27.9
4180245,5,спасибо мастерам! они отлично выполнили свою работу,,,,,,5,True,51,6,7,0,0,2,1,0,18.799999999999997
4178763,5,спасибо большое. все очень быстро и удобно.,,,,,,5,True,43,4,7,1,0,1,0,0,15.700000000000001
4178642,5,спасибо за отмену заявки по моей просьбе,,,,,,5,True,40,4,7,0,0,1,0,0,14.500000000000002
4176769,5,быстро отреагировали на заявку и опломбировали то же быстро. осталась довольна. спасибо,,,,,,5,True,87,7,12,1,0,1,0,0,30.5
4174244,5,"мастер просто супер! сделал всё на высшем уровне, спасибо большое 👍",,,,,,5,True,67,6,11,0,0,2,1,0,24.399999999999995
4167943,5,"спасибо, хоть и очень не оперативно, заявка выполнена",,,,,,5,True,53,4,8,1,0,1,0,0,18.900000000000002
4164707,5,большое спасибо марине за контроль уборки . надеюсь что так будет всегда.,,,,,,5,True,73,7,12,0,0,1,0,0,25.999999999999996
4158342,5,"по состоянию на 18:12, 28.01 оба лифта работают, спасибо !!!!!!!!!!",,,,,,5,True,67,4,10,0,0,1,0,0,23.2
4147013,5,"даже никто и не подходил к отвалившейся плитке, каким образом стоит статус выполнено ? свершилось чудо целый месяц приклеивали, спасибо и на этом",,,,,,5,True,145,15,22,0,0,1,0,0,51.199999999999996
4145398,5,"-1 звезда за то,что не оперативно реагируете на заявки банальные",,,,,,5,True,64,5,10,1,0,0,0,0,22.5
4126095,5,"огромная благодарность службе клининга за решение непростого, но очень важного вопроса! навели идеальный порядок на указанных этажах, эвакуационные лестницы свободны! впечатлили, спасибо вам🙏💕",,,,,,5,True,192,18,23,0,0,2,0,1,66.7
4086655,5,"большое спасибо за качественную,быструю и профессиональную работу!!!",,,,,,5,True,68,5,7,1,2,1,0,0,23.999999999999996
3478532,5,"16.03.2024 г ребята установили кондиционер. работа сделана качественно, без лишнего шума, грязи и быстро. михаил (менеджер) ответил на все вопросы, предоставил всю информацию, дал профессиональные советы и отправил прекрасную бригаду: николая (альпинист-монтажник) и сергея - сёма (монтажник- электрик). ребята вежливые, аккуратные, доброжелательные. отличные работники. благодарю за профессионализм и заинтересованность в клиенте!",,,,,,5,True,431,38,47,1,3,3,0,1,148.7
